symbol,group,date,hour,exchange
QSP,BPF,2019-08-29,18:00,binance
EDO,BPF,2019-12-08,21:01,binance
CURE,BPF,2019-12-12,20:00,bittrex
VIB,BPF,2020-01-12,20:00,binance
NAV,BPF,2020-01-16,19:00,binance
BRD,BPF,2020-01-20,16:00,binance
NXS,BPF,2020-01-20,19:00,binance
NULS,BPF,2020-01-30,17:00,binance
VRC,BPF,2020-01-30,20:00,bittrex
RDN,BPF,2020-02-01,13:00,binance
WPR,BPF,2020-02-10,20:00,binance
MORE,BPF,2020-02-13,20:00,bittrex
CGEN,BPF,2020-02-16,10:00,bittrex
NAV,BPF,2020-02-20,16:00,binance
DNT,BPF,2020-02-27,16:00,binance
NXS,BPF,2020-03-03,16:00,binance
DNT,BPF,2020-03-04,19:00,binance
POA,BPF,2020-03-12,19:00,binance
NEBL,BPF,2020-03-15,20:00,binance
BNT,BPF,2020-03-17,15:55,binance
LUN,BPF,2020-03-18,19:00,binance
TNB,BPF,2020-03-21,16:00,binance
BRD,BPF,2020-03-24,16:00,binance
NXS,BPF,2020-03-25,15:57,binance
EDO,BPF,2020-03-26,15:59,binance
RLC,BPF,2020-03-27,15:57,binance
GRS,BPF,2020-04-02,16:00,binance
GVT,BPF,2020-04-04,15:59,binance
ARN,BPF,2020-04-07,18:00,binance
ELF,BPF,2020-04-10,15:58,binance
GVT,BPF,2020-04-15,15:56,binance
BNT,BPF,2020-04-24,15:59,binance
MDA,BPF,2020-05-04,19:01,binance
ONG,BPF,2020-05-26,16:00,binance
VIA,BPF,2020-05-29,15:59,binance
NAS,BPF,2020-05-30,16:00,binance
CTXC,BPF,2020-06-03,16:00,binance
PPT,BPF,2020-06-08,16:05,binance
QSP,BPF,2020-06-13,16:00,binance
GXS,BPF,2020-06-15,16:00,binance
GVT,BPF,2020-07-04,16:00,binance
ADX,BPF,2020-07-07,16:00,binance
CTXC,BPF,2020-07-10,17:00,binance
SYS,BPF,2020-07-16,18:00,binance
NXS,BPF,2020-07-21,16:00,binance
ELF,BPF,2020-07-24,17:00,binance
VIB,BPF,2020-07-30,18:00,binance
NXS,BPF,2020-08-02,16:00,binance
PPT,BPF,2020-08-04,18:00,binance
RDN,BPF,2020-08-25,18:00,binance
QLC,BPF,2020-09-06,16:00,binance
STPT,BPF,2020-09-08,16:00,binance
QSP,BPF,2020-09-10,18:00,binance
GVT,BPF,2020-09-17,18:00,binance
RDN,BPF,2020-10-17,16:00,binance
OAX,BPF,2020-10-18,18:00,binance
DUSK,BPF,2020-10-30,16:01,binance
YOYOW,BPF,2020-11-01,18:00,binance
ARDR,BPF,2020-11-02,16:00,binance
APPC,BPF,2020-11-04,17:00,binance
OAX,BPF,2020-11-05,16:00,binance
NXS,BPF,2020-11-06,20:00,binance
BRD,BPF,2020-11-09,16:00,binance
BCPT,BPF,2020-11-14,18:00,binance
APPC,BPF,2020-11-18,18:00,binance
MDA,BPF,2020-11-27,21:00,binance
NEBL,BPF,2020-12-02,18:00,binance
PNT,BPF,2020-12-04,23:01,binance
BRD,BPF,2020-12-06,18:00,binance
PIVX,BPF,2020-12-11,18:00,binance
NEBL,BPF,2020-12-15,18:00,binance
VIB,BPF,2020-12-20,18:00,binance
NAS,BPF,2020-12-23,18:00,binance
DLT,BPF,2020-12-26,21:00,binance
EVX,BPF,2020-12-29,18:00,binance
IDEX,BPF,2020-12-31,17:00,binance
NEBL,BPF,2021-01-02,21:00,binance
MDA,BPF,2021-01-03,17:00,binance
CTXC,BPF,2021-01-07,15:59,binance
VIB,BPF,2021-01-08,17:00,binance
EVX,BPF,2021-01-09,21:00,binance
RCN,BPF,2021-01-10,17:00,binance
ONG,BPF,2021-01-11,16:00,binance
NXS,BPF,2021-01-15,17:00,binance
DLT,CW,2020-01-04,20:00,binance
VIB,CW,2020-01-12,20:00,binance
OAX,CW,2020-01-14,19:00,binance
RDN,CW,2020-02-01,13:00,binance
WPR,CW,2020-02-10,20:00,binance
DNT,CW,2020-02-27,16:00,binance
DNT,CW,2020-03-04,19:00,binance
POA,CW,2020-03-12,19:00,binance
TNB,CW,2020-03-21,16:00,binance
EVX,CW,2020-03-21,16:39,binance
TCT,CW,2020-03-23,16:00,binance
OAX,CW,2020-03-24,15:58,binance
EDO,CW,2020-03-26,15:59,binance
RLC,CW,2020-03-27,15:57,binance
DLT,CW,2020-03-28,12:00,binance
SNGLS,CW,2020-04-01,11:58,binance
GRS,CW,2020-04-02,15:59,binance
GNT,CW,2020-04-10,16:00,binance
VITE,CW,2020-04-13,11:58,binance
MITH,CW,2020-04-14,16:00,binance
GVT,CW,2020-04-15,15:56,binance
BNT,CW,2020-04-24,15:59,binance
AST,CW,2020-05-09,16:00,binance
GTO,CW,2020-05-21,15:59,binance
ONG,CW,2020-05-26,16:00,binance
VIA,CW,2020-05-29,15:59,binance
CTXC,CW,2020-06-03,16:00,binance
PPT,CW,2020-06-08,16:05,binance
VIA,CW,2020-06-10,15:59,binance
GXS,CW,2020-06-15,16:00,binance
EVX,CW,2020-06-24,16:00,binance
DLT,CW,2020-11-08,15:00,binance
BCPT,CW,2021-01-09,13:00,binance
BRD,SE,2018-10-04,18:59,binance
OAX,SE,2018-10-09,19:00,binance
NAV,SE,2019-08-01,20:00,binance
CVC,SE,2019-08-13,20:00,binance
NXS,SE,2019-10-02,18:00,binance
EDC,CPI,2018-04-14,17:00,cryptopia
ECOB,CPI,2018-04-20,17:00,cryptopia
BVB,CPI,2018-04-21,16:00,cryptopia
EDC,CPI,2018-04-28,17:00,cryptopia
ARI,CPI,2018-05-02,15:00,cryptopia
SAK,CPI,2018-05-05,15:00,cryptopia
FCD,CPI,2018-05-09,15:00,cryptopia
SPACE,CPI,2018-05-09,15:00,cryptopia
NYAN,CPI,2018-05-16,15:00,cryptopia
ARGUS,CPI,2018-05-18,17:00,cryptopia
GRW,CPI,2018-05-25,15:00,cryptopia
PLC,CPI,2018-05-29,15:00,cryptopia
LDC,CPI,2018-06-01,15:00,cryptopia
BEEZ,CPI,2018-06-05,15:00,cryptopia
ARI,CPI,2018-06-09,15:00,cryptopia
LDC,CPI,2018-06-12,15:00,cryptopia
Q2C,CPI,2018-06-15,15:00,cryptopia
TRK,CPI,2018-06-20,15:00,cryptopia
BVB,CPI,2018-06-23,15:00,cryptopia
RBT,CPI,2018-06-26,15:00,cryptopia
CQST,CPI,2018-06-30,15:00,cryptopia
TRK,CPI,2018-07-04,15:00,cryptopia
SPT,CPI,2018-07-09,15:00,cryptopia
QBT,CPI,2018-07-12,15:00,cryptopia
GUN,CPI,2018-07-15,15:00,cryptopia
CON,CPI,2018-07-18,15:00,cryptopia
KRONE,CPI,2018-07-21,15:00,cryptopia
BEEZ,CPI,2018-07-25,15:00,cryptopia
FC2,CPI,2018-07-28,15:00,cryptopia
EDC,CPI,2018-07-31,15:00,cryptopia
CQST,CPI,2018-08-04,15:00,cryptopia
ELM,CPI,2018-08-07,15:00,cryptopia
FC2,CPI,2018-08-10,15:00,cryptopia
BEEZ,CPI,2018-08-13,15:00,cryptopia
ARI,CPI,2018-08-16,15:00,cryptopia
GRN,CPI,2018-08-20,15:00,cryptopia
LDC,CPI,2018-08-23,15:00,cryptopia
BERN,CPI,2018-08-27,15:00,cryptopia
GRN,CPI,2018-08-30,15:00,cryptopia
BDL,CPI,2018-09-03,15:00,cryptopia
ERY,CPI,2018-09-06,15:00,cryptopia
FUZZ,CPI,2018-09-10,15:00,cryptopia
EVO,CPI,2018-09-13,15:00,cryptopia
UBT,CPI,2018-09-17,15:00,cryptopia
SPR,CPI,2018-09-20,15:00,cryptopia
WSP,CPI,2018-09-24,15:00,cryptopia
MATRX,CPI,2018-09-27,15:00,cryptopia
KING,CPI,2018-09-30,15:00,cryptopia
BEEZ,CPI,2018-10-03,15:00,cryptopia
MARS,CPI,2018-10-07,15:00,cryptopia
SKR,CPI,2018-10-10,15:00,cryptopia
DRXNE,CPI,2018-10-16,15:00,cryptopia
PCOIN,CPI,2018-10-20,15:00,cryptopia
FLAX,CPI,2018-10-23,15:00,cryptopia
HAC,CPI,2018-10-27,15:00,cryptopia
TAJ,CPI,2018-10-30,16:00,cryptopia
DRPU,CPI,2018-11-03,16:00,cryptopia
TIX,CPI,2018-11-06,15:00,cryptopia
FLAX,CPI,2018-11-10,15:00,cryptopia
CTIC3,CPI,2018-11-13,15:00,cryptopia
CXT,CPI,2018-11-20,15:00,cryptopia
QBT,CPI,2018-11-24,15:00,cryptopia
OSC,CPI,2018-11-27,15:00,cryptopia
MBRS,CPI,2018-11-30,15:00,cryptopia
DZC,CPI,2018-12-04,15:00,cryptopia
HAC,CPI,2018-12-08,15:00,cryptopia
ETT,CPI,2018-12-12,15:00,cryptopia
CON,CPI,2018-12-15,15:00,cryptopia
FUZZ,CPI,2018-12-18,15:00,cryptopia
RIYA,CPI,2018-12-21,15:00,cryptopia
XRE,CPI,2018-12-25,15:00,cryptopia
MATRX,CPI,2018-12-28,15:00,cryptopia
CHESS,CPI,2019-01-01,15:00,cryptopia
RNS,CPI,2019-01-04,15:00,cryptopia
BBT,CPI,2019-01-08,15:00,cryptopia
UTC,CPI,2019-01-11,15:00,cryptopia
HC,CPI,2019-01-25,18:00,cryptopia
WINGS,CPI,2019-01-27,18:00,cryptopia
GRS,CPI,2019-02-02,18:00,cryptopia
STORJ,CPI,2019-02-04,16:30,cryptopia
GXS,CPI,2019-02-10,18:00,cryptopia
EDO,CPI,2019-02-16,18:00,cryptopia
HC,CPI,2019-02-23,17:00,cryptopia
AST,CPI,2019-03-02,14:00,cryptopia
GRS,CPI,2019-03-05,16:30,cryptopia
NEBL,CPI,2019-04-08,16:30,binance
BLZ,CPI,2019-04-13,17:00,binance
BRD,CPI,2019-04-14,19:01,binance
ARDR,CPI,2019-04-17,17:00,binance
SNM,CPI,2019-04-23,15:00,binance
REQ,CPI,2019-04-29,15:00,binance
RDN,CPI,2019-05-10,16:00,binance
CDT,CPI,2019-05-13,15:00,binance
NAV,CPI,2019-05-18,17:00,binance
SYS,CPI,2019-05-23,17:00,binance
BLZ,CPI,2019-05-27,17:00,binance
ARDR,CPI,2019-05-31,17:00,binance
SNM,CPI,2019-06-02,21:00,binance
NEBL,CPI,2019-06-16,21:00,binance
REN,CPI,2019-06-19,15:00,binance
NAV,CPI,2019-06-24,17:00,binance
DNT,CPI,2019-06-26,17:00,binance
SNGLS,CPI,2019-06-28,17:00,binance
DNT,CPI,2019-06-29,16:01,binance
VIB,CPI,2019-07-02,17:00,binance
PIVX,CPI,2019-07-05,16:00,binance
SYS,CPI,2019-07-07,17:59,binance
CND,CPI,2019-07-09,17:00,binance
SNM,CPI,2019-07-11,17:00,binance
DLT,CPI,2019-07-15,17:00,binance
SYS,CPI,2019-07-17,17:00,binance
BTS,CPI,2019-07-19,17:00,binance
SNT,CPI,2019-07-22,16:00,binance
ADX,CPI,2019-07-26,17:59,binance
BLZ,CPI,2019-07-28,17:00,binance
NAV,CPI,2019-08-01,20:00,binance
WABI,CPI,2019-08-02,18:00,binance
SNM,CPI,2019-08-04,18:00,binance
POA,CPI,2019-08-06,16:00,binance
YOYOW,CPI,2019-08-08,16:00,binance
RCN,CPI,2019-08-10,16:00,binance
VIA,CPI,2019-08-16,16:00,binance
ONG,CPI,2019-08-19,16:00,binance
VIB,CPI,2019-08-21,18:00,binance
QSP,CPI,2019-08-29,18:00,binance
LRC,CPI,2019-09-02,16:00,binance
QLC,CPI,2019-09-04,16:00,binance
EDO,CPI,2019-09-06,18:00,binance
DATA,CPI,2019-09-08,18:00,binance
BNT,CPI,2019-09-09,20:00,binance
BLZ,CPI,2019-09-17,16:00,binance
EDO,CPI,2019-09-25,16:00,binance
BLZ,CPI,2019-09-26,15:59,binance
NXS,CPI,2019-10-02,18:00,binance
OST,CPI,2019-10-22,18:00,binance
ONG,CPI,2019-10-29,18:00,binance
NEBL,CPI,2019-11-05,16:00,binance
BCD,CPI,2019-11-11,17:00,binance
EDO,CPI,2019-11-21,18:00,binance
NAV,CPI,2019-12-19,17:00,binance
EDO,CPI,2020-01-08,17:05,binance
ONG,CPI,2020-01-09,17:00,binance
GNT,CPI,2020-01-10,18:00,binance
NULS,CPI,2020-01-30,17:00,binance
SYS,CPI,2020-02-26,18:00,binance
QLC,CPI,2020-03-12,16:00,binance
TCT,CPI,2020-03-13,16:00,binance
OAX,CPI,2020-03-24,15:58,binance
EDO,CPI,2020-03-26,15:59,binance
GRS,CPI,2020-04-02,16:00,binance
GNT,CPI,2020-04-10,16:00,binance
VITE,CPI,2020-04-13,11:59,binance
MITH,CPI,2020-04-14,16:00,binance
GVT,CPI,2020-04-15,15:56,binance
CVC,CPI,2020-05-05,16:00,binance
AST,CPI,2020-05-09,16:00,binance
YOYOW,CPI,2020-05-14,16:00,binance
GTO,CPI,2020-05-21,15:59,binance
VIA,CPI,2020-05-29,16:00,binance
CTXC,CPI,2020-06-03,16:00,binance
PPT,CPI,2020-06-08,16:06,binance
VIA,CPI,2020-06-10,16:00,binance
QSP,CPI,2020-06-13,16:00,binance
GXS,CPI,2020-06-15,16:00,binance
EVX,CPI,2020-06-24,16:00,binance
ELF,CPI,2020-07-24,17:00,binance
PPT,CPI,2020-08-04,18:00,binance
RDN,CPI,2020-08-25,18:01,binance
SNM,CPI,2020-09-04,16:00,binance
QLC,CPI,2020-09-06,16:01,binance
CDT,CPI,2020-09-16,16:00,binance
GVT,CPI,2020-09-17,18:00,binance
GVT,CPI,2020-09-30,17:00,binance
RDN,CPI,2020-10-17,16:00,binance
OAX,CPI,2020-10-18,18:00,binance
PPT,CPI,2020-10-21,18:00,binance
DUSK,CPI,2020-10-30,16:00,binance
ARDR,CPI,2020-11-02,16:00,binance
GTO,CPI,2020-11-03,16:00,binance
APPC,CPI,2020-11-04,17:00,binance
BRD,CPI,2020-11-09,16:00,binance
SUB,CCS,2018-12-27,12:30,binance
VIB,CCS,2019-08-21,17:59,binance
QSP,CCS,2019-08-29,18:00,binance
DATA,CCS,2019-09-08,18:00,binance
BRD,CCS,2020-01-20,16:00,binance
NAV,CCS,2020-02-20,16:00,binance
NXS,CCS,2020-03-03,15:59,binance
SNGLS,CCS,2020-03-08,18:59,binance
RDN,CCS,2020-03-13,16:00,binance
BRD,CCS,2020-03-24,16:00,binance
NXS,CCS,2020-03-25,15:57,binance
RLC,CCS,2020-04-20,16:00,binance
ADX,CCS,2020-07-07,16:00,binance
IDEX,CCS,2020-12-31,17:00,binance
